"Codename","Pinned 80","Pinned 81","Pinned 83","Pinned 84","Pinned 85","Stable","Beta","Dev","Canary","Recovery","Brand names"
"mickey","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13421.17.0\n86.0.4240.15","13407.0.0\n86.0.4232.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.1_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_veyron-mickey_recovery_stable-channel_mickey-mp-v2.bin.zip"">85</a>","ASUS Chromebit CS10"
"nami","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","no update","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_nami_recovery_stable-channel_mp-v5.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_nami_recovery_stable-channel_mp-v5.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_nami_recovery_stable-channel_mp-v5.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_nami_recovery_stable-channel_mp-v5.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_nami_recovery_stable-channel_mp-v5.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.1_nami_recovery_stable-channel_mp-v5.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_nami_recovery_stable-channel_mp-v5.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_nami_recovery_stable-channel_mp-v5.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_nami_recovery_stable-channel_mp-v5.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_nami_recovery_stable-channel_mp-v5.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_nami_recovery_stable-channel_mp-v5.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.102.0_nami_recovery_stable-channel_mp-v5.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_nami_recovery_stable-channel_mp-v5.bin.zip"">85</a>","Acer Chromebook 13 (CB713-1W), Acer Chromebook Spin 13 (CP713-1WN), Acer Chromebook 715 (CB715-1W / CB715-1WT), Acer Chromebook 714 (CB714-1W / CB714-1WT), Lenovo Yoga C630 Chromebook, Lenovo C340-15 Chromebook, HP Chromebook x360 14, HP Chromebook 15, Dell Inspiron Chromebook 14 2-in-1 (7486)"
"nautilus","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.1_nautilus_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_nautilus_recovery_stable-channel_mp-v2.bin.zip"">85</a>","Samsung Chromebook Plus (V2), Samsung Chromebook Plus (LTE)"
"ninja","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_ninja_recovery_stable-channel_mp-v2.bin.zip"">85</a>","AOpen Chromebox Commercial"
"nocturne","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_nocturne_recovery_stable-channel_mp.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_nocturne_recovery_stable-channel_mp.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_nocturne_recovery_stable-channel_mp.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_nocturne_recovery_stable-channel_mp.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_nocturne_recovery_stable-channel_mp.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_nocturne_recovery_stable-channel_mp.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_nocturne_recovery_stable-channel_mp.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_nocturne_recovery_stable-channel_mp.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_nocturne_recovery_stable-channel_mp.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_nocturne_recovery_stable-channel_mp.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_nocturne_recovery_stable-channel_mp.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_nocturne_recovery_stable-channel_mp.bin.zip"">85</a>","Google Pixel Slate"
"octopus","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.102.0\n84.0.4147.127","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_octopus_recovery_stable-channel_mp-v5.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_octopus_recovery_stable-channel_mp-v6.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_octopus_recovery_stable-channel_mp-v6.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_octopus_recovery_stable-channel_mp-v9.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_octopus_recovery_stable-channel_mp-v9.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_octopus_recovery_stable-channel_mp-v9.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_octopus_recovery_stable-channel_mp-v9.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_octopus_recovery_stable-channel_mp-v11.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_octopus_recovery_stable-channel_mp-v11.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_octopus_recovery_stable-channel_mp-v15.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_octopus_recovery_stable-channel_mp-v17.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.102.0_octopus_recovery_stable-channel_mp-v19.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.91.0_octopus_recovery_stable-channel_mp-v19.bin.zip"">85</a>","ASUS Chromebook Flip C214 (EDU), ASUS Chromebook Flip C234 (CANADA CONSUMER), ASUS Chromebook C204, HP Chromebook x360 14a, HP Chromebook x360 12b, HP Chromebook 14a, HP Chromebook x360 14b, Acer Chromebook 315 (CB315), Samsung Chromebook 4, Acer Chromebook 311 (C733, C733U, C733T), Acer Chromebook Spin 511 (R752T, R752TN), Samsung Chromebook 4+, NEC Chromebook Y2, NEC Chromebook Y1 Gen 2, NEC Chromebook Y1, Chromebook 14 G6, Acer Chromebook 314 (C933L/LT), Packard Bell Chromebook 314 (PCB314), Acer Chromebook 314 (CB314), Dell Chromebook 3100, Edxis Chromebook 11 (S20-C), CTL Chromebook NL71/CT/LTE, Edxis Chromebook 11 (S20-X), CTL Chromebook NL71T/TW/TWB, Acer Chromebook 311 (CB311), Acer Chromebook Spin 311 (CP311), Dell Chromebook 3100 2-in-1, IdeaPad Flex 3 CB 11IGL05, Lenovo Chromebook C340-11/300e/500e Chromebook 2nd Gen, IdeaPad 3 CB 14IGL05, Lenovo Chromebook S340-14 and Lenovo Chromebook S340-14 Touch, Ideapad 3 Chromebook, HP Chromebook x360 11 G2 EE, HP Chromebook 11 G7 EE, Dell Chromebook 3400, Lenovo 100e Chromebook 2nd Gen, Lenovo 300e/500e Chromebook 2nd Gen, Acer Chromebook 512 (C851, C851T), Acer Chromebook Spin 512 (R851TN), Chromebook 11 G8 EE, Chromebook x360 11 G3 EE"
"orco","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_orco_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.104.0_orco_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_orco_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_orco_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_orco_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.1_orco_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_orco_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_orco_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_orco_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_orco_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_orco_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_orco_recovery_stable-channel_mp-v2.bin.zip"">85</a>","Lenovo 100S Chromebook"
"paine","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.82.0\n83.0.4103.112","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13502.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.1_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.82.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_auron-paine_recovery_stable-channel_paine-mp-v2.bin.zip"">85</a>","Acer Chromebook 11 (C740)"
"pyro","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_pyro_recovery_stable-channel_mp.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_pyro_recovery_stable-channel_mp.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_pyro_recovery_stable-channel_mp.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_pyro_recovery_stable-channel_mp.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_pyro_recovery_stable-channel_mp.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_pyro_recovery_stable-channel_mp.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_pyro_recovery_stable-channel_mp.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_pyro_recovery_stable-channel_mp.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.111.0_pyro_recovery_stable-channel_mp.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_pyro_recovery_stable-channel_mp.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_pyro_recovery_stable-channel_mp.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_pyro_recovery_stable-channel_mp.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_pyro_recovery_stable-channel_mp.bin.zip"">85</a>","Lenovo ThinkPad 11e 4th Gen Chromebook"
"rammus","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.3_rammus_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_rammus_recovery_stable-channel_mp-v2.bin.zip"">85</a>","ASUS Chromebook C425, ASUS Chromebook Flip C433, ASUS Chromebook Flip C434"
"reef","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_reef_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_reef_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_reef_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_reef_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_reef_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_reef_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_reef_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_reef_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_reef_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_reef_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_reef_recovery_stable-channel_mp-v2.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_reef_recovery_stable-channel_mp-v2.bin.zip"">85</a>","ASUS Chromebook Flip C213, Acer Chromebook Spin 11 (R751T / CP511)"
